collapse_mechanism_ambiguity	coupling_invariant_rope
demographic_skill_mismatch	coupling_invariant_rope
digital_power_concentration	unknown
human_dignity_ai_governance_contradictions	unknown
human_dignity_ai_governance_flat_control	false_ci_rope
magisterial_integralist_reading	false_ci_rope
optimization_artifact_risk	unknown
platform_flexibility_precarity_tradeoff	constructed_high_extraction
pluralist_pragmatic_reading	false_ci_rope
proxy_measurement_validity	unknown
secular_humanist_reading	false_ci_rope
surveillance_control_freedom	unknown
techno_optimist_reading	false_ci_rope
technocratic_paradigm_resistance	unknown
truth_as_common_good	unknown
wage_convergence_sustainability	false_ci_rope
war_normalization_ai_weapons	unknown
work_dignity_automation	unknown
